Name,Score,Genre,Episodes,Studios,Rating
Stratos 4 Advance,7,Drama,52,Studio Fantasia,PG-13 - Teens 13 or older
Dirty Pair,7,Sports,52,Sunrise,PG-13 - Teens 13 or older
Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,6,Sci-Fi,52,Nippon Animation,PG-13 - Teens 13 or older
Final Fantasy,6,Action,52,Madhouse,PG-13 - Teens 13 or older
Kaleido Star,8,Action,52,"Gonzo, Production I.G",PG-13 - Teens 13 or older
Kaleido Star: Aratanaru Tsubasa - Extra Stage,8,Adventure,52,Gonzo,PG - Children
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,8,Action,52,Gonzo,PG - Children
Fullmetal Alchemist: The Conqueror of Shamballa,8,Action,52,Bones,PG-13 - Teens 13 or older
Howl no Ugoku Shiro,9,Adventure,52,Studio Ghibli,G - All Ages
Iria: Zeiram The Animation,7,Action,52,Ashi Production,R - 17+ (violence & profanity)
"Kumo no Mukou, Yakusoku no Basho",8,Comedy,52,CoMix Wave Films,PG-13 - Teens 13 or older
Magic Knight Rayearth,7,Comedy,52,Tokyo Movie Shinsha,PG-13 - Teens 13 or older
Phantom The Animation,7,Action,52,Arcs Create,R - 17+ (violence & profanity)
RG Veda,6,Adventure,52,animate Film,PG-13 - Teens 13 or older
Shoujo Kakumei Utena,8,Adventure,52,J.C.Staff,PG-13 - Teens 13 or older
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,7,Adventure,52,Studio Pierrot,PG-13 - Teens 13 or older
Onegai☆Teacher: Himitsu na Futari,7,Adventure,52,Daume,R - 17+ (violence & profanity)
Maria-sama ga Miteru: Haru,8,Action,52,Studio Deen,PG-13 - Teens 13 or older
Tales of Eternia The Animation,6,Magic,52,"Production I.G, Xebec",PG-13 - Teens 13 or older
Weiß Kreuz Glühen,7,Drama,52,ufotable,R - 17+ (violence & profanity)
Weiß Kreuz,7,Comedy,52,"Plum, Magic Bus",PG-13 - Teens 13 or older
Tenjou Tenge: The Ultimate Fight,7,Adventure,52,Madhouse,R - 17+ (violence & profanity)
InuYasha Movie 4: Guren no Houraijima,8,Comedy,52,Sunrise,PG-13 - Teens 13 or older
InuYasha Movie 2: Kagami no Naka no Mugenjo,8,Comedy,52,Sunrise,PG-13 - Teens 13 or older
InuYasha Movie 3: Tenka Hadou no Ken,8,Adventure,52,Sunrise,PG-13 - Teens 13 or older
InuYasha Movie 1: Toki wo Koeru Omoi,8,Adventure,52,"Kyoto Animation, Sunrise",PG-13 - Teens 13 or older
Fantastic Children,8,Adventure,52,Nippon Animation,PG-13 - Teens 13 or older
Gokujou Seitokai,7,Drama,52,J.C.Staff,PG-13 - Teens 13 or older
Mushishi,9,Comedy,52,Artland,PG-13 - Teens 13 or older
One Piece Movie 1,7,Magic,52,Toei Animation,PG-13 - Teens 13 or older
One Piece Movie 2: Nejimaki-jima no Daibouken,7,Comedy,52,Toei Animation,PG-13 - Teens 13 or older
One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,7,Romance,52,Toei Animation,PG-13 - Teens 13 or older
One Piece Movie 4: Dead End no Bouken,8,Adventure,52,Toei Animation,PG-13 - Teens 13 or older
One Piece Movie 5: Norowareta Seiken,7,Adventure,52,Toei Animation,PG-13 - Teens 13 or older
One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,8,Adventure,52,Toei Animation,PG-13 - Teens 13 or older
One Piece Movie 7: Karakuri-jou no Mecha Kyohei,7,Adventure,52,Toei Animation,PG-13 - Teens 13 or older
One Piece: Taose! Kaizoku Ganzack,7,Drama,52,Production I.G,PG - Children
Koukaku Kidoutai: Stand Alone Complex,8,Action,52,Production I.G,R - 17+ (violence & profanity)
Innocence,8,Action,52,Production I.G,R - 17+ (violence & profanity)
Karin,7,Drama,52,J.C.Staff,PG-13 - Teens 13 or older
Okusama wa Joshikousei (TV),6,Demons,52,Madhouse,PG-13 - Teens 13 or older
To Heart 2,7,Drama,52,OLM,PG-13 - Teens 13 or older
To Heart,7,Adventure,52,OLM,PG - Children
Tide-Line Blue,7,Action,52,Telecom Animation Film,PG-13 - Teens 13 or older
Macross Plus,8,Comedy,52,Triangle Staff,R - 17+ (violence & profanity)
Hotori: Tada Saiwai wo Koinegau,7,Action,52,Sunrise,PG - Children
Ginban Kaleidoscope,7,Action,52,Karaku,PG-13 - Teens 13 or older
Aria the Animation,8,Drama,52,Hal Film Maker,G - All Ages
Sousei no Aquarion,7,Romance,52,"Satelight, Production Reed",PG-13 - Teens 13 or older
Ueki no Housoku,8,Action,52,Studio Deen,PG-13 - Teens 13 or older
Yu☆Gi☆Oh! Duel Monsters,7,Action,52,Gallop,PG-13 - Teens 13 or older
Yu☆Gi☆Oh!: Duel Monsters GX,7,Action,52,Gallop,PG-13 - Teens 13 or older
Kurau Phantom Memory,7,Comedy,52,Bones,PG-13 - Teens 13 or older
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,7,Drama,52,Studio Pierrot,PG-13 - Teens 13 or older
Damekko Doubutsu,7,Comedy,52,Magic Bus,G - All Ages
Kino no Tabi: The Beautiful World,8,Comedy,52,A.C.G.T.,R - 17+ (violence & profanity)
Ichigo Mashimaro,8,Sci-Fi,52,Daume,PG-13 - Teens 13 or older
Kamichu!,7,Sci-Fi,52,Brain's Base,G - All Ages
Paniponi Dash!,7,Action,52,Shaft,PG-13 - Teens 13 or older
Armitage III: Dual-Matrix,7,Action,52,AIC,R - 17+ (violence & profanity)
Bakuretsu Hunters,7,Action,52,Xebec,R - 17+ (violence & profanity)
Kamui no Ken,7,Military,52,Madhouse,PG-13 - Teens 13 or older
Haja Taisei Dangaiou,6,Military,52,AIC,PG-13 - Teens 13 or older
Makai Toshi Shinjuku,6,Action,52,Madhouse,R - 17+ (violence & profanity)
Doraemon,7,Adventure,52,Unknown,PG - Children
Dragon Ball Movie 1: Shen Long no Densetsu,7,Action,52,Toei Animation,PG-13 - Teens 13 or older
Eien no Aselia,6,Sci-Fi,52,Unknown,PG-13 - Teens 13 or older
Fushigiboshi no☆Futagohime,7,Comedy,52,Hal Film Maker,G - All Ages
Glass no Kamen,7,Fantasy,51,Eiken,PG-13 - Teens 13 or older
Gravitation: Lyrics of Love,7,Drama,51,Plum,R - 17+ (violence & profanity)
Tottoko Hamtarou,7,Comedy,51,TMS Entertainment,G - All Ages
I My Me! Strawberry Eggs,7,Comedy,51,TNK,PG-13 - Teens 13 or older
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,6,Comedy,51,Arms,PG-13 - Teens 13 or older
Kidou Shinsengumi Moeyo Ken TV,6,Sci-Fi,51,Trinet Entertainment,PG-13 - Teens 13 or older
Majo no Takkyuubin,8,Slice of Life,51,Studio Ghibli,G - All Ages
Tenkuu no Shiro Laputa,8,Mystery,51,Studio Ghibli,PG - Children
Cossette no Shouzou,7,Action,51,Daume,R - 17+ (violence & profanity)
Hajimari no Boukensha-tachi: Legend of Crystania,6,Comedy,51,Triangle Staff,PG-13 - Teens 13 or older
Keroro Gunsou,8,Drama,51,Sunrise,PG-13 - Teens 13 or older
School Rumble: Ichi Gakki Hoshuu,8,Action,51,Studio Comet,PG-13 - Teens 13 or older
Mahou no Princess Minky Momo,7,Mystery,51,Production Reed,G - All Ages
Mahoraba: Heartful days,7,Romance,51,J.C.Staff,PG-13 - Teens 13 or older
Marmalade Boy Movie,7,Action,51,Unknown,PG-13 - Teens 13 or older
Mermaid Melody Pichi Pichi Pitch,7,Action,51,"Actas, SynergySP",PG - Children
Metropolis,8,Supernatural,51,Madhouse,PG-13 - Teens 13 or older
Tonari no Totoro,8,Comedy,51,Studio Ghibli,G - All Ages
Otogizoushi,7,Adventure,51,Production I.G,PG-13 - Teens 13 or older
Boku no Chikyuu wo Mamotte,7,Action,51,Production I.G,PG-13 - Teens 13 or older
Pokemon,7,Music,51,OLM,PG - Children
Pokemon Movie 01: Mewtwo no Gyakushuu,8,Comedy,51,OLM,PG - Children
Saishuu Heiki Kanojo,7,Adventure,51,Gonzo,R - 17+ (violence & profanity)
Bishoujo Senshi Sailor Moon,8,Sci-Fi,51,Toei Animation,PG-13 - Teens 13 or older
Bishoujo Senshi Sailor Moon R: The Movie,8,Comedy,51,Toei Animation,PG-13 - Teens 13 or older
Bishoujo Senshi Sailor Moon S,8,Adventure,51,Toei Animation,PG-13 - Teens 13 or older
Sensei no Ojikan: Doki Doki School Hours,7,Magic,51,J.C.Staff,PG-13 - Teens 13 or older
Slayers,8,Drama,51,E&G Films,PG-13 - Teens 13 or older
Slayers Next,8,Adventure,51,E&G Films,PG-13 - Teens 13 or older
Slayers: The Motion Picture,7,Action,51,J.C.Staff,PG-13 - Teens 13 or older
Tekken,5,Mystery,51,Studio Deen,R - 17+ (violence & profanity)
Shin Tenchi Muyou!,7,Adventure,51,AIC,PG-13 - Teens 13 or older
Vampire Hunter D (2000),8,Comedy,51,Madhouse,R - 17+ (violence & profanity)
Venus Senki,7,Sci-Fi,51,Triangle Staff,PG-13 - Teens 13 or older
Mousou Kagaku Series: Wandaba Style,6,Sci-Fi,51,TNK,PG-13 - Teens 13 or older
Wind: A Breath of Heart (TV),6,Adventure,51,Radix,PG-13 - Teens 13 or older
Wind: A Breath of Heart OVA,6,Drama,51,Unknown,PG-13 - Teens 13 or older
Wonderful Days,7,Action,51,Unknown,PG-13 - Teens 13 or older
Yu☆Gi☆Oh!,7,Adventure,51,Toei Animation,PG-13 - Teens 13 or older
Grappler Baki: Saidai Tournament-hen,7,Comedy,51,Group TAC,R - 17+ (violence & profanity)
Digimon Adventure,8,Ecchi,51,Toei Animation,PG - Children
Yami no Matsuei,7,Game,51,J.C.Staff,R - 17+ (violence & profanity)
Koutetsu Tenshi Kurumi Zero,6,Comedy,51,OLM,PG-13 - Teens 13 or older
Koutetsu Tenshi Kurumi Encore,7,Adventure,51,OLM,PG-13 - Teens 13 or older
Major S2,8,Comedy,51,Studio Hibari,PG-13 - Teens 13 or older
RahXephon: Kansoukyoku/Kanojo to Kanojo Jishin to - Thatness and Thereness,6,Action,51,Bones,PG-13 - Teens 13 or older
Soukyuu no Fafner: Right of Left - Single Program,7,Sci-Fi,51,"Production I.G, Xebec",PG-13 - Teens 13 or older
Sakura Taisen,7,Romance,51,Madhouse,PG-13 - Teens 13 or older
Sakura Taisen: Le Nouveau Paris,6,Game,51,Radix,PG-13 - Teens 13 or older
DNA²,7,Adventure,51,"Madhouse, Studio Deen",PG-13 - Teens 13 or older
Steamboy,7,Adventure,51,"Studio 4°C, Sunrise",PG-13 - Teens 13 or older
Tetsuwan Birdy,7,Comedy,51,Madhouse,PG-13 - Teens 13 or older
The Big O,8,Drama,51,Sunrise,PG-13 - Teens 13 or older
Bubblegum Crisis Tokyo 2040,7,Supernatural,51,AIC,R - 17+ (violence & profanity)
Musekinin Kanchou Tylor,8,Adventure,51,Tatsunoko Production,PG-13 - Teens 13 or older
Jin-Rou,8,Adventure,51,Production I.G,R - 17+ (violence & profanity)
Moldiver,6,Magic,51,AIC,PG-13 - Teens 13 or older
Kaze no Tani no Nausicaä,8,Fantasy,51,Topcraft,PG-13 - Teens 13 or older
Saber Marionette J,7,Comedy,51,Studio Junio,PG-13 - Teens 13 or older
Rean no Tsubasa,6,Fantasy,51,Sunrise,PG-13 - Teens 13 or older
Magikano,6,Drama,51,Tokyo Kids,PG-13 - Teens 13 or older
Kagi Hime Monogatari: Eikyuu Alice Rondo,6,Sci-Fi,51,"Trinet Entertainment, Picture Magic",PG-13 - Teens 13 or older
Hotaru no Haka,9,Psychological,51,Studio Ghibli,PG-13 - Teens 13 or older
Battle Programmer Shirase,7,Drama,51,AIC,PG-13 - Teens 13 or older
Kogepan,7,Action,51,Studio Pierrot,G - All Ages
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,8,Action,51,Magic Bus,R - 17+ (violence & profanity)
Noein: Mou Hitori no Kimi e,8,Action,51,Satelight,PG-13 - Teens 13 or older
Mimi wo Sumaseba,8,Comedy,51,Studio Ghibli,G - All Ages
Ayakashi: Japanese Classic Horror,7,Adventure,51,Toei Animation,R - 17+ (violence & profanity)
Hanbun no Tsuki ga Noboru Sora,8,Adventure,51,Group TAC,PG-13 - Teens 13 or older
Ginga Nagareboshi Gin,8,Action,51,Toei Animation,PG-13 - Teens 13 or older
Kage kara Mamoru!,7,Comedy,51,Group TAC,PG-13 - Teens 13 or older
PopoloCrois,7,Military,51,TMS Entertainment,PG - Children
Mugen no Ryvius,7,Action,51,Sunrise,PG-13 - Teens 13 or older
Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,7,Drama,51,Studio Pierrot,PG-13 - Teens 13 or older
X OVA,7,Comedy,51,Madhouse,PG-13 - Teens 13 or older
Chobits: Chibits,7,Comedy,51,Madhouse,PG-13 - Teens 13 or older
Neko no Ongaeshi,8,Slice of Life,51,Studio Ghibli,G - All Ages
Jinzou Ningen Kikaider The Animation,7,Drama,51,Radix,PG-13 - Teens 13 or older
Yuugen Kaisha,6,Comedy,51,Madhouse,PG-13 - Teens 13 or older
Legend of Duo,5,Comedy,51,"Radix, Marine Entertainment",R - 17+ (violence & profanity)
Nekojiru-sou,7,Adventure,51,J.C.Staff,PG-13 - Teens 13 or older
KO Seiki Beast Sanjuushi,7,Action,51,Gainax,PG-13 - Teens 13 or older
Futari wa Precure,7,Drama,51,Toei Animation,G - All Ages
Mahou no Stage Fancy Lala,7,Comedy,51,Studio Pierrot,G - All Ages
Tenshi ni Narumon!,7,Romance,51,Studio Pierrot,PG-13 - Teens 13 or older
Kazemakase Tsukikage Ran,7,Kids,51,Madhouse,PG-13 - Teens 13 or older
Otogi Juushi Akazukin,7,Action,51,Madhouse,PG-13 - Teens 13 or older
Sakura Taisen: Katsudou Shashin,6,Adventure,51,Production I.G,PG-13 - Teens 13 or older
Platonic Chain,6,Romance,51,Unknown,PG-13 - Teens 13 or older
PetoPeto-san,7,Action,51,Xebec,PG-13 - Teens 13 or older
Onmyou Taisenki,7,Action,51,Sunrise,G - All Ages
Okusama wa Mahou Shoujo,6,Action,51,J.C.Staff,PG-13 - Teens 13 or older
Nurse Witch Komugi-chan Magikarte,7,Adventure,51,"Kyoto Animation, Tatsunoko Production",PG-13 - Teens 13 or older
Nurse Angel Ririka SOS,7,Comedy,51,Gallop,PG - Children
Juubee Ninpuuchou: Ryuuhougyoku-hen,7,Action,51,Madhouse,R - 17+ (violence & profanity)
Ninja Ryuukenden,6,Drama,51,Studio Junio,R - 17+ (violence & profanity)
Takahashi Rumiko Gekijou Ningyo no Mori,7,Ecchi,51,TMS Entertainment,R - 17+ (violence & profanity)
Natsu-iro no Sunadokei,7,Slice of Life,51,Unknown,PG-13 - Teens 13 or older
Shichinin no Nana,7,Action,50,A.C.G.T.,PG-13 - Teens 13 or older
Mamotte Shugogetten!,7,Psychological,50,Toei Animation,PG-13 - Teens 13 or older
Major S1,8,Comedy,50,Studio Hibari,PG-13 - Teens 13 or older
Mahoutsukai Tai!,7,Comedy,50,Production Reed,PG-13 - Teens 13 or older
Mahoutsukai Tai! (TV),7,Comedy,50,"Madhouse, Production Reed",PG-13 - Teens 13 or older
Legend of Basara,7,Ecchi,50,KSS,PG-13 - Teens 13 or older
Koi Kaze,7,Drama,50,A.C.G.T.,R - 17+ (violence & profanity)
Juubee-chan: Lovely Gantai no Himitsu,7,Psychological,50,Madhouse,PG-13 - Teens 13 or older
Juubee-chan 2: Siberia Yagyuu no Gyakushuu,7,Mystery,50,Madhouse,PG-13 - Teens 13 or older
Ichigo 100% Special 2,7,Psychological,50,Madhouse,PG-13 - Teens 13 or older
Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,7,Adventure,50,Madhouse,PG-13 - Teens 13 or older
Hachimitsu to Clover Specials,8,Drama,50,J.C.Staff,PG-13 - Teens 13 or older
Hikaru no Go: Hokuto Hai e no Michi,8,Comedy,50,Studio Pierrot,G - All Ages
Haunted Junction,7,Comedy,50,Studio Deen,PG-13 - Teens 13 or older
Harukanaru Toki no Naka de: Ajisai Yumegatari,6,Action,50,Zexcs,PG-13 - Teens 13 or older
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,6,Action,50,Unknown,PG-13 - Teens 13 or older
Gunsmith Cats,7,Comedy,50,OLM,PG-13 - Teens 13 or older
Galaxy Angel Z,7,Adventure,50,Madhouse,PG - Children
Galaxy Angel 3,7,Action,50,Madhouse,PG - Children
Galaxy Angel 3 Specials,7,Action,50,Unknown,PG - Children
Galaxy Angel 4,7,Comedy,50,"Madhouse, feel.",PG - Children
Air in Summer,7,Adventure,50,Kyoto Animation,PG-13 - Teens 13 or older
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,8,Comedy,50,Madhouse,R - 17+ (violence & profanity)
Azumanga Daioh: Gekijou Tanpen,7,Action,50,J.C.Staff,G - All Ages
Denshin Mamotte Shugogetten,6,Comedy,50,Toei Animation,PG-13 - Teens 13 or older
Fullmetal Alchemist: Reflections,7,Drama,50,Bones,PG-13 - Teens 13 or older
JoJo no Kimyou na Bouken,7,Action,50,APPP,R - 17+ (violence & profanity)
Kashimashi: Girl Meets Girl,7,Comedy,50,Studio Hibari,PG-13 - Teens 13 or older
Kujibiki Unbalance,6,Action,50,Palm Studio,PG-13 - Teens 13 or older
Lamune,7,Sci-Fi,50,"Trinet Entertainment, Picture Magic",PG-13 - Teens 13 or older
Lemon Angel Project,7,Comedy,50,Unknown,PG - Children
One: Kagayaku Kisetsu e,5,Slice of Life,50,Unknown,PG-13 - Teens 13 or older
Sentimental Journey,6,Comedy,50,Sunrise,PG-13 - Teens 13 or older
Shadow Skill: Eigi,7,Action,50,Studio Deen,PG-13 - Teens 13 or older
Shadow Skill (1996),7,Drama,50,Zero-G Room,R - 17+ (violence & profanity)
Tenbatsu Angel Rabbie☆,5,Action,50,AIC Spirits,PG-13 - Teens 13 or older
Otogi Story Tenshi no Shippo,7,Drama,50,Tokyo Kids,PG-13 - Teens 13 or older
Otogi Story Tenshi no Shippo Specials,6,Adventure,50,Unknown,PG-13 - Teens 13 or older
Tenshi no Shippo Chu!,7,Action,50,Unknown,PG-13 - Teens 13 or older
To Heart: Remember My Memories,6,Comedy,50,"OLM, AIC ASTA",PG-13 - Teens 13 or older
Tokyo Mew Mew,7,Comedy,50,Studio Pierrot,PG-13 - Teens 13 or older
Uta∽Kata,7,Space,50,Hal Film Maker,PG-13 - Teens 13 or older
Uta∽Kata: Shotou no Futanatsu,7,Sci-Fi,50,Hal Film Maker,PG-13 - Teens 13 or older
Kyuuketsuhime Miyu (TV),7,Adventure,50,AIC,R - 17+ (violence & profanity)
Yawara!,7,Adventure,50,Madhouse,PG-13 - Teens 13 or older
Burn Up Scramble,6,Adventure,50,AIC,R - 17+ (violence & profanity)
Canvas 2: Niji-iro no Sketch,7,Adventure,50,Zexcs,PG-13 - Teens 13 or older
Tenchi Muyou!,7,Action,50,AIC,PG-13 - Teens 13 or older
Kanon Kazahana,7,Action,50,Toei Animation,G - All Ages
Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,5,Military,50,"Imagin, Studio Live",PG-13 - Teens 13 or older
Comic Party Revolution,7,Action,50,"Radix, Chaos Project",PG-13 - Teens 13 or older
Comic Party Specials,6,Action,50,OLM,PG-13 - Teens 13 or older
Patapata Hikousen no Bouken,8,Fantasy,50,Telecom Animation Film,PG-13 - Teens 13 or older
Mujin Wakusei Survive,8,Action,50,"Madhouse, Telecom Animation Film",G - All Ages
Rec,7,Action,50,Shaft,PG-13 - Teens 13 or older
Uchuu Senkan Yamato (Movie),7,Action,50,Unknown,PG-13 - Teens 13 or older
Zoids Genesis,7,Action,50,Shogakukan Music & Digital Entertainment,PG - Children
Air Movie,7,Action,50,Toei Animation,PG-13 - Teens 13 or older
Yume de Aetara,6,Action,50,J.C.Staff,PG-13 - Teens 13 or older
Princess Tutu,8,Action,50,Hal Film Maker,PG-13 - Teens 13 or older
Baby☆Love,6,Comedy,50,Unknown,PG-13 - Teens 13 or older
Candy Candy (Movie),7,Fantasy,50,Toei Animation,G - All Ages
First Kiss Monogatari,5,Adventure,50,Unknown,PG-13 - Teens 13 or older
Kingyo Chuuihou!,7,Adventure,50,Toei Animation,PG - Children
Hiatari Ryoukou!,7,Adventure,50,Group TAC,PG-13 - Teens 13 or older
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,8,Action,50,Toei Animation,G - All Ages
MÄR,7,Action,50,SynergySP,PG-13 - Teens 13 or older
Bishoujo Senshi Sailor Moon R,8,Action,50,Toei Animation,PG-13 - Teens 13 or older
Umi ga Kikoeru,7,Comedy,50,"J.C.Staff, Studio Ghibli",PG-13 - Teens 13 or older
Trouble Chocolate,7,Action,50,AIC,G - All Ages
True Love Story,6,Action,50,Unknown,PG-13 - Teens 13 or older
Nanami-chan,6,Sci-Fi,50,Unknown,G - All Ages
Binchou-tan,7,Mystery,50,Studio Deen,G - All Ages
Bomberman Jetters,7,Adventure,49,Studio Deen,G - All Ages
Yuki no Joou (TV),7,Action,49,TMS Entertainment,PG - Children
School Days ONA,6,Action,49,Unknown,R - 17+ (violence & profanity)
Kaze wo Mita Shounen,7,Comedy,49,Brain's Base,PG - Children
RahXephon: Tagen Hensoukyoku,7,Mystery,49,Bones,PG-13 - Teens 13 or older
Tokyo Godfathers,8,Drama,49,Madhouse,PG-13 - Teens 13 or older
Tenjou Tenge: The Past Chapter,7,Action,49,Madhouse,R - 17+ (violence & profanity)
Naruto: Akaki Yotsuba no Clover wo Sagase,7,Comedy,49,Studio Pierrot,PG-13 - Teens 13 or older
Bleach: Memories in the Rain,7,Action,49,Studio Pierrot,PG-13 - Teens 13 or older
Zoids,7,Adventure,49,Xebec,PG - Children
Zoids Shinseiki/Zero,7,Action,49,Xebec,PG - Children
Chou Henshin Cosprayers Specials,5,Adventure,49,"Imagin, Studio Live",PG-13 - Teens 13 or older
Kishin Houkou Demonbane,6,Action,49,"Group TAC, View Works",PG-13 - Teens 13 or older
Burn Up!,6,Slice of Life,49,AIC,R - 17+ (violence & profanity)
Pale Cocoon,7,Slice of Life,49,Studio Rikka,PG-13 - Teens 13 or older
Ginyuu Mokushiroku Meine Liebe Wieder,7,Action,49,Bee Train,PG-13 - Teens 13 or older
Tenamonya Voyagers,6,Action,49,Studio Pierrot,PG-13 - Teens 13 or older
Nanaka 6/17,7,Action,49,J.C.Staff,PG-13 - Teens 13 or older
Hellsing Ultimate,8,Action,49,"Madhouse, Satelight, Graphinica",R - 17+ (violence & profanity)
Detective Conan Movie 01: The Timed Skyscraper,8,Action,49,TMS Entertainment,PG-13 - Teens 13 or older
Detective Conan Movie 02: The Fourteenth Target,8,Sci-Fi,49,TMS Entertainment,PG-13 - Teens 13 or older
Detective Conan Movie 03: The Last Wizard of the Century,8,Action,49,TMS Entertainment,PG-13 - Teens 13 or older
Gasaraki,7,Action,49,Sunrise,PG-13 - Teens 13 or older
Miami Guns,6,Comedy,49,Group TAC,R - 17+ (violence & profanity)
Otaku no Video,7,Comedy,49,Gainax,PG-13 - Teens 13 or older
Pugyuru,6,Action,49,Creators Dot Com,PG-13 - Teens 13 or older
Eiken: Eikenbu yori Ai wo Komete,4,Action,49,J.C.Staff,PG-13 - Teens 13 or older
Shinigami no Ballad.,7,Historical,49,"Group TAC, Ginga Ya",PG-13 - Teens 13 or older
Ergo Proxy,8,Fantasy,49,Manglobe,R - 17+ (violence & profanity)
Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,7,Action,49,Unknown,PG-13 - Teens 13 or older
xxxHOLiC Movie: Manatsu no Yoru no Yume,8,Sci-Fi,49,Production I.G,PG-13 - Teens 13 or older
Oniisama e...,8,Mystery,49,Tezuka Productions,PG-13 - Teens 13 or older
Mahoujin Guru Guru Movie,7,Action,48,Nippon Animation,G - All Ages
Yomigaeru Sora: Rescue Wings,7,Adventure,48,J.C.Staff,PG-13 - Teens 13 or older
Kokoro Toshokan,6,Adventure,48,Studio Deen,PG - Children
NieA Under 7,7,Action,48,Triangle Staff,PG-13 - Teens 13 or older
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,9,Action,48,Production I.G,R - 17+ (violence & profanity)
Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,7,Action,48,Production I.G,PG-13 - Teens 13 or older
Android Ana Maico 2010,6,Magic,48,"Group TAC, Animaruya",PG-13 - Teens 13 or older
Chikyuu Shoujo Arjuna,7,Drama,48,Satelight,PG-13 - Teens 13 or older
Dragon Ball Z,8,Action,48,Toei Animation,PG-13 - Teens 13 or older
Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,7,Comedy,48,Trans Arts,PG-13 - Teens 13 or older
Tennis no Ouji-sama Movie 1: Futari no Samurai - The First Game,7,Action,48,Production I.G,PG-13 - Teens 13 or older
